title,company,link,description,location,date_added,job_type,salary,apply_text,status,date_posted
ML Engineer,Resource Informatics Group,https://www.dice.com/job-detail/d5d318ac-de56-4a27-80d5-9fe4f2f13013,"Hi Hope you are doing well,Title: ML Engineer Location: Malvern, PA (3 days onsite) - Need to be onsite day one! Duration: 1 year Video Interview is okayFraud MLE We are seeking a highly skilled Senior Machine Learning Engineer to join our team in advancing the frontier of AI-driven solutions. In this role, you will play a critical part in designing, implementing, and maintaining traditional machine learning models or using cutting-edge AI systems. The ideal candidate will have extensive exper","Hybrid in Malvern, Pennsylvania",2025-05-16,Contract,BASED ON EXPERIENCE,Easy Apply,Applied,Today
Python Developer,HeartCentrix Solutions,https://www.dice.com/job-detail/9cb617b2-9661-49ba-8f5d-e2b88da26b86,"Responsibilities: Collaborate with business analysts, project managers, technical leads, architects, and internal stakeholders to gather requirements and implement solutions. Maintain and enhance enterprise services, applications, and platforms using domain-driven design and test-driven development. Troubleshoot and resolve complex technical issues and implement sustainable solutions. Create detailed project specifications, requirements, and accurate effort estimates. Research and implement new","Hybrid in Fort Worth, Texas",2025-05-18 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
Research Scientist II,Aditi Consulting,https://www.dice.com/job-detail/237ee1a6-d5f5-43d8-8c97-eb90523ec011,"Payrate: $48.00 - $53.00/hr. Summary: As an LLM Evaluation Expert specializing in Chemistry, you will play a crucial role in assessing and improving our language models' Chemistry capabilities. Your expertise will be instrumental in evaluating LLM-generated Chemistry solutions, making high-level judgments, and setting the standard for what constitutes excellent AI-assisted Chemistry problem-solving. Responsibilities: Critically analyze and evaluate Chemistry responses generated by our LLMs acros",Washington,2025-05-16 00:00:00,Contract,$48 - $53 hr,Easy Apply,Applied,Today
AI/ML Lead,"Mitchell Martin, Inc.",https://www.dice.com/job-detail/8eb7443f-2504-453e-afab-d0fa77a54abe,Title: AI/ML LeadLocation: Midwestern Region (Onsite) Employment Type: ContractCompensation: Pay Range: $24.50-$35.00 per hrDescription: * Lead the development and implementation of AI/ML solutions. * Collaborate with cross-functional teams to integrate machine learning models. * Utilize machine learning frameworks and services to enhance project outcomes. * Develop and maintain RESTful APIs for seamless integration. * Drive innovation by integrating generative AI models.Key Responsibilities: *,"Hybrid in Kansas City, Missouri",2025-05-16,"Full-time, Contract",BASED ON EXPERIENCE,Easy Apply,Applied,Today
Machine Learning Performance Engineer - CUDA,Cloud Destinations LLC,https://www.dice.com/job-detail/fd494538-b899-4634-9789-fe782510ebd3,"Location: Remote but candidates must be willing to travel to different customer sites. *Must be willing to travel (expenses will be covered) *Must have strong pre-sales abilities i.e. presentation skills, communication skills, etc. *Must be willing to help train Client employees and customers Your part here is optimizing the performance of our models both training and inference. We care about efficient large-scale training, low-latency inference in real-time systems, and high-throughput inferenc",Remote,2025-05-24 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,4d ago
AI/ML Project Manager,Pacific Consultancy Services,https://www.dice.com/job-detail/07f46ee7-ecab-4f2a-b5df-7c6b75cae549,"Job Title: AI/ML Project Manager Location: Santa Clara CA 100% Onsite Mon-Fri Duration: 12+ Months Local profile 15 + years of experience Job Description: Key Responsibilities: Project Leadership: Oversee AI/ML projects from inception to completion, ensuring alignment with business objectives and timely delivery. Cross-Functional Collaboration: Work closely with engineering, data science, and operations teams to integrate AI/ML solutions into IT manufacturing systems. Stakeholder Management: Eng","Santa Clara, California",2025-05-18 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,2d ago
ML Engineer ( Previous work exp with Walmart ),Conch Technologies,https://www.dice.com/job-detail/2904e683-1167-4038-801a-e944fef61893,"Greetings, Greetings, Position: ML Engineer ( Previous work exp with Walmart ) Location: hybrid out of Bentonville or Sunnyvale Duration: 12+ Months Contract Machine Learning Engineer is responsible for building scalable end-to-end data science solutions. Build ML and statistics driven models and continuous model monitoring workflows. Own the MLOps lifecycle, from data monitoring to refactoring data science code to building robust ML model lifecycle. Scale and deploy holistic machine learning so",Arkansas,2025-05-24 00:00:00,Contract,,Easy Apply,Applied,Yesterday
Lead Data Scientist (PhD),Opportunity Next,https://www.dice.com/job-detail/fa8fda3e-e0bd-425b-8945-f3343dba69a7,"JD Required Qualifications: Education: MUST HAVE PhD in Data Science, Computer Science, Statistics, Applied Mathematics, Operations Research, or a closely related quantitative field.Experience:5+ years of hands-on experience in a Data Scientist with a significant focus on developing and deploying advanced forecasting solutions in a production environment.MUST HAVE AUTOMOBILE DOMAIN EXPERIENCE NO TOO OLDDemonstrated experience designing and developing intelligent applications, not just isolated m","Plano, Texas",2025-05-22 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,6d ago
ServiceNow Developer with Machine Learning,American IT Systems,https://www.dice.com/job-detail/6cb85f5b-2fbe-42ef-ac84-a6dad9bb2d56,"ServiceNow Developer Remote Long term Contract We are seeking a highly skilled ServiceNow Developer with hands-on experience in machine learning (ML) to join our dynamic team. This role will focus on designing, developing, and optimizing ServiceNow solutions while integrating and leveraging ML models to enhance automation, analytics, and decision-making capabilities across IT and business workflows. Key Responsibilities Design, develop, and implement custom ServiceNow applications and modules, p",Remote,2025-05-24 00:00:00,"Contract, Third Party",$50 - $60,Easy Apply,Applied,Yesterday
Data Scientist,"InfoVision, Inc.",https://www.dice.com/job-detail/1727fc5e-74db-4350-9e5b-12e3cc14001d,"Data Scientist Plano TX Long term Contract We are seeking a skilled and results-driven Data Scientist Consultant to work with our clients to extract valuable insights from complex datasets. As a Data Scientist Consultant, you will apply advanced statistical, analytical, and machine learning techniques to support decision-making processes, optimize business strategies, and develop data-driven solutions. You will be a key advisor to clients across various industries, helping them leverage data for","Plano, Texas",2025-05-23 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,3d ago
Oracle with ML and Data Analytics,Techim INC,https://www.dice.com/job-detail/ea80103b-4ac6-4a72-92e5-070827bb9895,"Hi, Greetings of the day!! Oracle Cloud, ML, Data Analytics SME Work location: Washington. NJ Required skills: Key Role and Responsibilities: Supporting design and implementation of a risk management application. Knowledge of user experience design for mobile, desktop and web applications. Advising on projects with cross functional teams within the organization to drive efficiency and savings leveraging future state recommendations. Requirements gathering, analysis, and system implementation. K","Jersey City, New Jersey",2025-05-24 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Yesterday
Lead AI Engineer Video & Multimodal AI,Brillfy Technology,https://www.dice.com/job-detail/2e9c6512-0713-45ef-aab5-d0725cb492e4,"Position: Lead AI Engineer Video & Multimodal AI Location: Remote Duration: Full Time Experience Level: 10+ Years Experience Job Description: About the Role: We are hiring a Lead AI Engineer to spearhead the design, fine-tuning, and scalable deployment of cutting-edge AI systems, with a focus on deep learning, video intelligence, and multi-modal (vision + language) models. The ideal candidate has a strong academic foundation, preferably from Ivy League institutions and proven experience in driv",Remote,2025-05-22 00:00:00,"Full-time, Third Party","$120,000 - $140,000",Easy Apply,Applied,Today
Data Scientist AI/ML Focus,eGrove Systems Corporation,https://www.dice.com/job-detail/3390e82f-78d6-4c61-8df8-20e63a4c3cc5,"Looking for Data Scientist with PHD in Quantitative Field Must have PHD(No Exceptions) Must be able to go Onsite for few days in Houston, Texas Workable VISA: USC/ Onl Job Description - <>Job Title: Data Scientist AI/ML Focus Worksite: Hybrid Onsite mandator Mon-Thur Houston, TX 6 Months GC Must have Linkedin<>Need Ph.D. Candidates Overview: We are seeking a curious, proactive, and innovative Data Scientist with a strong foundation in AI/ML and Large Language Models (LLMs) to join our team. Th","Hybrid in Houston, Texas",2025-05-18 00:00:00,"Contract, Third Party",$50 - $70,Easy Apply,Applied,2d ago
Data Engineer with Data scientist,BLYK Engineering Services Inc.,https://www.dice.com/job-detail/81b222f9-cfcf-425e-a589-cb33ad29b759,"Requirements: Experience Must : minimum 12 years Extensive Experience in Data migration is a must ( Teradata to Redshift preferred)Extensive testing Experience with SQL/Unix/Linux scripting is a mustExtensive experience testing Cloud/On Prem ETL (e.g. Abinitio, Informatica, SSIS, Datastage, Alteryx, Glu)Extensive experience DBMS like Oracle, Teradata, SQL Server, DB2, Redshift, Postgres and Sybase.Extensive experience using Python scripting and AWS and Cloud Technologies.Extensive experience usi","Dallas, Texas",2025-05-18 00:00:00,Contract,$60 - $70,Easy Apply,Applied,Yesterday
Power Apps AI Architect,Konane Solutions,https://www.dice.com/job-detail/b484ce37-8131-4199-aa02-faa61ffae894,"Must Haves: Deep expertise in Microsoft Copilot/Power Platform (Power Apps, Power Automate, Power Virtual Agents, Dataverse)Experience in Copilot Studio and prompt orchestrationProficiency in adaptive cards, JSON, and Teams integrationStrong understanding of Copilot and AI Builder capabilities within Power PlatformExperience with Microsoft 365 ecosystem, especially Teams and Outlook workflowsFamiliarity with security models, environments, and data policies in Power PlatformBackground in business",Remote,2025-05-23 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,2d ago
Senior Data Analyst,Amazech Solutions,https://www.dice.com/job-detail/50012c2b-34df-4e25-b455-de7538e7e849,"Our client, A leading financial services is made up of affiliates in more than 35 countries/locations. Wherever we operate, we conduct business with the highest ethical standards and a fair and sincere attitude. We aim to have a positive impact in the communities in which we operate. Our products and services differ from country to country to meet market conditions and regulatory requirements, but around the world we are a company focused on delivering quality products that meet our customers n","Hybrid in Hoboken, New Jersey",2025-05-16 00:00:00,Contract,$45 - $46,Easy Apply,Applied,15d ago
RED TEAMING CONSULTANT - LLM APPS,"SoftHQ, Inc.",https://www.dice.com/job-detail/0cc9340e-124a-4c56-8c4b-79a0d84a5afe,"Title: Red Teaming Consultant - LLM Apps Work Location: Austin, Tx Job description Minimum 6+ years experience in Red Teaming Experience with automated red-teaming solutions like PyRIT, Garak, Giskard, etc Must be proficient at Prompt Engineering and familiar with LLM Apps & RAG systems.. 2+ years hands-on experience in prompt engineering Thanks","Austin, Texas",2025-05-16,Contract,,Easy Apply,Applied,Today
ML Systems Engineer,Camelot Integrated Solutions Inc,https://www.dice.com/job-detail/af7a0749-7100-4be8-b141-c0bfa38ac677,"Role Overview: We re seeking an experienced engineer to build our ML data infrastructure platform. You ll create the systems and tools that enable efficient data preparation, feature engineering, and dataset management for machine learning. This role focuses on the data foundation that powers our ML capabilities. Key Responsibilities: Design and implement scalable data processing pipelines for ML training and validationBuild and maintain feature stores with support for both batch and real-time f","Sunnyvale, California",2025-05-22 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
"GenAI Solutions Engineer, (LLM, AI, Full stack SME)",EXCEL CONSULTANTS,https://www.dice.com/job-detail/cec78207-241f-411f-938e-713fdd02cd2a,"NOTE 1: Client does not work with visa candidates at this time.NOTE 2: Payment terms are NET35. GenAI Solutions Engineer, (LLM, AI, Full stack SME) San Francisco, Bay Area, CA Duration: Six months may extend to 12 months Must be in the Greater Bay area or in California GenAI Solutions Engineer, (LLM, AI, Full stack SME) Translating AI capabilities into business value requires a technically versatile engineer who can bridge the gap between complex AI models and practical applications. This implem",Remote,2025-05-16 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,3d ago
Data Scientist Need senior resume w2 only,iTvorks Inc,https://www.dice.com/job-detail/142bb2a6-952c-4e56-b314-ec878dd33df1,"Title: Data Scientist Need senior resumeLocation: RemotePosition Overview:Are you a driven and analytical professional with a passion for data science and a strong command of Python and SQL? Do you excel in taking ownership and driving projects from start to finish, including leading meetings and managing stakeholders? If you bring a proactive approach and are eager to make a significant impact, we have an opportunity for you! We are seeking a highly motivated Data Scientist who can independentl",Remote,2025-05-18 00:00:00,Contract,$50 - $60,Easy Apply,Applied,2d ago
AI/ML & Gen AI Senior Engineer,Intento Analytics LLC,https://www.dice.com/job-detail/7a557360-01cc-4893-8e72-435524252c25,"Need 13+ years candidate. Job Description:Job Responsibilities: Delivery: Own the AI delivery aspects as per the client s AI objectives. Innovation & Demonstration: Proactively identify value-driven use cases and apply them throughout the customer s journey. Solution Design & Delivery: Design and deliver industry-best, responsible AI solutions using AWS and/or Azure Gen AI and ML Services using data from Snowflake and other sources. Client Engagement: Regular collaboration and partnership with","Coppell, Texas",2025-05-22 00:00:00,Contract,$60 - $70,Easy Apply,Applied,2d ago
Data Engineer with Machine learning and Python,iTvorks Inc,https://www.dice.com/job-detail/184dc80c-1d12-4390-9a65-e9cdec8a7b13,"Data Engineer with Machine learning and Python Data Visualization: Creating visual representations of data to extract insights and communicate findings effectively. Predictive Analysis: Analyzing historical data to make predictions about future outcomes. Statistical Modeling: Building mathematical models to analyze relationships within data. Data Preprocessing: Cleaning, transforming, and preparing data for analysis. Clustering and Classification: Grouping data points into clusters or assigning","New York, New York",2025-05-22 00:00:00,Contract,$40 - $50,Easy Apply,Applied,Today
Data Scientist,DVARN,https://www.dice.com/job-detail/9302e5ef-5cba-4b9a-a7fa-4383e92772f6,"Role:- Data Scientist Location:- Los Angeles, CA Key Responsibilities: Develop and implement linear and non-linear regression models. Work on yield management and price prediction models. Create data visualizations to support data analytics. Perform data analysis and provide insights. Document and communicate data modeling results effectively to technical and non- technical stakeholders Document project approaches and methods. Report on weekly progress status. Qualifications Proposed resources s","Los Angeles, California",2025-05-18 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,2d ago
Project Manager with AI/ML experience.,Geopaq Logic,https://www.dice.com/job-detail/1bd6cfcf-e41c-4012-a71e-9c6b11274e91,"Position : Project Manager with AI/ML experience Location: Ridgefield Park NJ Language Preference: Bilingual (English & Korean) Industry: AI, Computer Vision, Logistics Automation Qualifications & Skills: Language Proficiency: Fluent in both English and Korean (Preference).Project Management Experience: 5+ years in managing AI/ML projects, warehouse automation, or IT system integration.Technical Understanding: Basic knowledge of AI models, computer vision, database management, and system archite","Ridgefield Park, New Jersey",2025-05-16 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
Python developer,Techgene Solutions LLC,https://www.dice.com/job-detail/7b0c50cb-ddaa-43e8-9557-4ef95579de28,"Role : Python developer Location : Westlake TX or Ashburn VA Candidate can work from these locations, and he can go onsite from two locations. Duration : 1+ year Visa : Any visa is fine MUST have Network Automation skills SIP/Call Flow, 5G, Robot Framework and Python (of course). As a(n) Core Developer Python you will: Python Development: 4-6 years of experience in Python development. Proficiency in writing, testing, and debugging Python code Implement advanced codeless automation solutions","Westlake, Texas",2025-05-22 00:00:00,Contract,,Easy Apply,Applied,Today
MLOps Engineer,Keypixel Software Solutions,https://www.dice.com/job-detail/c8136e39-58f7-47b9-9ccd-e6e0071734fc,"Hi , Hope you re doing great today! Greetings from Keypixel Software Solutions ! Role: ML Ops Engineer Remote Contract Job Description: As an ML Ops Engineer, you will be part of an Agile team focused on building healthcare applications and implementing new features while adhering to the best coding development standards. Initially, you will engage in substantial software engineering tasks, with the opportunity to transition into more ML Ops responsibilities as the team evolves. Responsibiliti",Remote,2025-05-23 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,3d ago
SENIOR GEN AI DEVELOPER,IFLOWSOFT Solutions Inc.,https://www.dice.com/job-detail/cc80f534-acc7-4b8a-b612-e408f86300d6,"Hi Greetings from Iflowsoft Role: Senior Gen AI Developer Type: Contract Location: Irving, TX Hybrid Job Description: We are seeking a Senior GenAI Developer with expertise in Prompt Engineering, RAG Architecture, AI-driven applications, and Language Models. The ideal candidate should have a strong backend development background with hands-on experience in Node.js/ JavaScript/TypeScript. Key Responsibilities: Design and implement RAG (Retrieval-Augmented Generation) architectures for AI applica","Hybrid in Irving, Texas",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,Today
Data Analyst,Tekmindsystems,https://www.dice.com/job-detail/8d90d519-b1ae-4257-ba9a-3c032158bf8f,"Position Summary:As a Data Analyst with 3-5 years of experience, you will work with large datasets to provide actionable insights that help drive business performance. The role involves gathering data from multiple sources, conducting data analysis, creating reports, and communicating insights effectively to key stakeholders. The ideal candidate should be proficient in data analysis tools, have strong SQL and Excel skills, and possess the ability to transform data into business intelligence that","Hybrid in Addison, Texas",2025-05-22 00:00:00,Contract,$30 - $40,Easy Apply,Applied,2d ago
Machine Learning Engineer,Cloud Destinations LLC,https://www.dice.com/job-detail/a7041edd-1a25-4b39-98c3-1013f75fffef,"Location: Remote but candidates must be willing to travel to different customer sites. *Must be willing to travel (expenses will be covered) *Must have strong pre-sales abilities i.e. presentation skills, communication skills, etc. Your part here is optimizing the performance of our models both training and inference. We care about efficient large-scale training, low-latency inference in real-time systems, and high-throughput inference in research. Part of this is improving straightforward CUDA,",Remote,2025-05-21 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Today
Data Engineer,Robert Half,https://www.dice.com/job-detail/513071ca-627b-4c83-95bb-dc32fb813e45,"Description We are looking for a skilled Data Engineer to join our team on a long-term contract basis in New Haven, Connecticut. This role involves overseeing and maintaining enterprise data systems while ensuring efficient operation and support for batch cycles and test environments. The ideal candidate will have experience with modern data tools and technologies, along with a strong ability to troubleshoot and optimize processes. Responsibilities: Provide ongoing support and maintenance for t","Remote or New Haven, Connecticut",2025-05-16 00:00:00,Contract,USD 71.25 - 82.50 per hour,Easy Apply,Applied,Today
AI/ML Architect,Fynbosys Inc,https://www.dice.com/job-detail/3317b3d9-e271-4cb0-8e8c-a1390a6767c2,Job Title: Solution Architect (Conversational AI)/ AI/ML Architect Client : United Airlines Hybrid: Chicago 2 days/week at Willis(relo ok) Exp: 14+yrs Background : Modernizing tech stack within Contact Center implementing GenAi into automations and workflows Qualification Call Notes Prefer if they have some Gen AI exposure and have done some previous implementation. Also having Python dev experience would be beneficial. Job Description Solution Architect Conversational AI / NLP Implementation:H,"Hybrid in Chicago, Illinois",2025-05-23 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,3d ago
Data Engineer with ML Experience,Marlabs LLC,https://www.dice.com/job-detail/739c7632-9866-48b2-9457-b84f4168a671,"Data Engineer with ML Experience Location: Atlanta, GA ( Onsite from Day 1 ) Education and Experience: Bachelor s degree in Computer Science, Data Science, Engineering, or a related field. A Master s degree or relevant certifications (e.g., Google Professional Data Engineer) is a plus.5+ years of experience in data engineering, with at least 23 years of experience in machine learning engineering or deploying ML models in production.Proven experience in building and maintaining scalable data pipe","Atlanta, Georgia",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,4d ago
Data Scientists,URSI Technologies Inc.,https://www.dice.com/job-detail/fba9c088-5ae2-4762-8dfc-3a24c34a4037,Data scientist Princeton NJ 12 Months of contract Some one with pharma back ground preferable,"Hybrid in Princeton, New Jersey",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,6d ago
"Data Scientist - IV (Local to Basking Ridge, NJ)","Innova Solutions, Inc",https://www.dice.com/job-detail/799ece0c-f32b-4534-8b6b-3fe8a04bdb9f,"A client of Innova Solutions is immediately hiring for a Data Scientist IV (Local to Basking Ridge, NJ) Position Type: Data Scientist - IV Duration: 12+ Months Location: Basking Ridge, NJ (Hybrid) As a(n) Data Scientist IV you will: Job Description: Responsibilities: Independently work on data science projects and deliver innovative technical solutions to solve problems and improve business outcomes Be involved in the design and development of machine learning/statistical models and ensure t","Hybrid in Bernards, New Jersey",2025-05-16,"Contract, Third Party",$70 - $75,Easy Apply,Applied,2d ago
"Java Engineer (AI/ML, Application Security & Cryptography)",Fusion Global Solutions,https://www.dice.com/job-detail/b5337020-9368-4de8-bae9-71cde65f3dc9,"Role: Java Engineer (AI/ML, Application Security & Cryptography) Location: Austin, TX (Hybrid , 3 days a week) Job Description: We are seeking a highly skilled Java Engineer to join our team in Austin, TX. The ideal candidate will have a strong background in Java development and be capable of designing, implementing, and maintaining complex software systems. Skills: Java: 2-5 years of experience is required.Application Security and Cryptography: At least 1 year of experience is nice to have.Mac","Hybrid in Austin, Texas",2025-05-18 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,2d ago
Python Developer,HStechnologies LLC,https://www.dice.com/job-detail/9d99c8ad-2e66-4436-b336-1699890e73a0,"We Are Hiring: Python Developer HS Technologies LLC is seeking a skilled Python Developer to join our innovative team! If you love writing clean, efficient code and solving complex problems, this is the perfect opportunity for you. What We re Looking For: Experience: 3-7 years of hands-on experience in Python development.Skills: Strong knowledge of frameworks like Django, Flask, or FastAPI.Expertise: Proficiency in RESTful API design, database management (SQL/NoSQL), and cloud platforms.Bonus Po","Plano, Texas",2025-05-16,Contract,$40+,Easy Apply,Applied,21d ago
MLOPS Production Support & DevSecOps Manager,SUNRAY INFORMATICS,https://www.dice.com/job-detail/f3dc9f6d-1ac6-42a5-a47b-8789d3e4fdad,"Role : MLOPS Production Support & DevSecOps Manager Location: Columbus, OH Duration: 3 Months C2H MOI : Telephonic & Skype Primary Skills: CloudWatch, EKS, Python, Bash, AWS practitioner, IAM roles, ECR, S3 versioning This is a 3-month contract-to-hire to hire role, and we need Candidates with a Minimum of 12+ Years of Experience, and this is an Onsite/Hybrid Model. Job Responsibilities: We need a hands-on leader who can own 247 production health, turn incidents into permanent improvements, and","Hybrid in Columbus, Ohio",2025-05-16 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,3d ago
Data Engineer III,WinMax Systems Corporation,https://www.dice.com/job-detail/f847ce20-db04-42c2-964c-1719b68162ac,"Title: Data Engineer , Req# 36069218Location: Cupertino, CA (hybrid)Contract:4+ Month Job Description: The vision for the AI/ML Data organization is to improve products by using data as the voice of our customers. Within this organization the mission of the ML & Data Application team is to develop algorithms to help improve client Foundational Models, as well as building apps to collect valuable data to improve model capabilities. As a Senior front-end Engineer on the team, you will develop apps","Hybrid in Cupertino, California",2025-05-23 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,2d ago
Data Engineer,Envision Technology Solutions,https://www.dice.com/job-detail/f1261b07-3c47-4870-adee-2fd69e998bd7,"Job Title:- Data Engineer Location:- York City, New York Job Type:- Contract On-Site Job Description:- Required Skills: 1.Proficiency in data engineering programming languages (preferably Python, alternatively Scala or Java) 2. Proficiency in at least one cluster computing frameworks (preferably Spark, alternatively Flink or Storm) 3. Proficiency in at least one cloud data lake house platforms (preferably AWS data lake services or Databricks, alternatively Hadoop), at least one relational data","York, New York",2025-05-19 00:00:00,"Contract, Third Party",,Easy Apply,Applied,Today
Principal Cyber AI Engineer,World Wide Technology,https://www.dice.com/job-detail/bde70cc3-fed1-4595-bec0-22c919256c81,"Company Overview: World Wide Technology Holding Co, LLC (WWT) is a privately held global technology integrator and supply chain solutions provider. Through our culture of innovation, we inspire, build and deliver business results, from idea to outcome. Based in St. Louis, WWT works closely with industry leaders such as Cisco, VMware, NetApp, Dell EMC, HPE and several others, but also include emerging tech players. WWT employs more than 10,000 people and operates in more than 2 million square fee","Dallas, Texas",2025-05-16,Contract,Depends on Experience,Easy Apply,Applied,28d ago
Data Scientist,Arkhya Tech,https://www.dice.com/job-detail/49bc5ade-ae48-459a-b7b7-9d005f1fdc11,"Python Data Scientist Austin, TX - WFO (3-4 days a week) FTE or 3 months CTH Contractor will provide suitable personnel to perform the Python Data Scientist role: 10+ years' experience Work and collaborate with data science and engineering teams to deploy and scale models and algorithms. Operationalize complex machine learning models into production including end to end deployment. Understand standard Machine Learning algorithms (Regression, Classification) & Natural Language processing concepts","Austin, Texas",2025-05-16,"Full-time, Part-time, Contract, Third Party",,Easy Apply,Applied,Yesterday
AI Solutions Architect ( LLM & Generative AI ),"VDart, Inc.",https://www.dice.com/job-detail/c13d48bf-bd66-4f48-9d5d-8751583e0b77,"Job Title: AI Solutions Architect (LLM & Generative AI ) Location: Santa Clara, CA, Frisco, TX (Hybrid) Duration/Term: Long Term Contract Job Description: We are seeking an experienced AI Architect to design and deploy scalable AI systems leveraging LLMs (GPT, LLaMA, Claude, etc.). The ideal candidate will have expertise in fine-tuning language models, optimizing Retrieval-Augmented Generation (RAG) pipelines, and developing agent-based architectures. Additionally, they will play a key role in","Hybrid in Santa Clara, California",2025-05-18 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Yesterday
Artificial intelligence for IT Operations (No C2C),Ekcel Systems,https://www.dice.com/job-detail/3f907305-d051-45f4-8d22-df757804ca86,"Hi,Hope you are doing well. We do have the below position. Position: Artificial intelligence for IT OperationsLong TermOnsite positioncandidate should be willing to work for any location in US5 days a week Al-driven solutions for IT operationsSplunk AppDynamics Dynatrace SaaS","Dallas, Texas",2025-05-22 00:00:00,Contract,$70 - $80,Easy Apply,Applied,Today
Sr. Machine Learning Engineer,Hirekeyz,https://www.dice.com/job-detail/2221941d-f413-4d0a-a036-402cae10d2e9,"Role: Sr. Machine Learning Engineer Location: Ft. Belvoir, VA (On-site with Hybrid Option) Duration: Long Term Contract Clearance: DOD Top Secret Clearance (Must) Job Description: As a consultant, will be working to assist a DoD U.S. Army Command to create cybersecurity solutions working with cloud-based architecture (AWS Services). You will work directly the stakeholders to understand requirements and work with Army s Security teams to ensure the technologies available to the Government can be","Hybrid in Fort Belvoir, Virginia",2025-05-23 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
Sr. Data Engineer (W2 Role),Zentek Infosoft Inc,https://www.dice.com/job-detail/d796d5e7-1a48-45d9-adaa-7a03fc435149,"Sr. Data Engineer (W2 Role) Location: New York (5 Day's Onsite) Job Description :- Required Skills: 1.Proficiency in data engineering programming languages (preferably Python, alternatively Scala or Java) 2. Proficiency in atleast one cluster computing frameworks (preferably Spark, alternatively Flink or Storm) 3. Proficiency in atleast one cloud data lakehouse platforms (preferably AWS data lake services or Databricks, alternatively Hadoop), atleast one relational data stores (Postgres, Oracle","New York, New York",2025-05-23 00:00:00,Contract,$40 - $50,Easy Apply,Applied,2d ago
AI/ML Engineer,SRS Consulting Inc,https://www.dice.com/job-detail/ff38785a-1ae3-4de7-8182-96cac587cc78,"Hello Associate, Hope you are doing great, Below positions is with Direct Client, Please share resumes ML Engineer Cupertino, CA 12+ Months We are seeking an experienced ML Engineer with hands-on CUDA SDK experience to join our team in enhancing, porting and validating PyTorch-based Large Language Models (LLMs) using CUDA SDK APIs. The successful candidate will be responsible for extending, replacing and debugging the underlying CUDA code to ensure seamless functionality on company-specific AI",Remote,2025-05-24 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,2d ago
"In Person Interview - Local Candidates Only | Sr. Developer AI & ML (GenAI + AWS) | Atlanta, GA or Minneapolis, MN (Onsite) | Contract",Anagha Techno Soft,https://www.dice.com/job-detail/f4cb4542-2cf3-4979-b9f7-94a5d7a9a2ff,"Job Title: Sr. Developer AI & ML (GenAI + AWS) Location: Atlanta, GA or Minneapolis, MN (Onsite) Local Candidates Only - In Person Interview Employment Type: Contract Job Description:We are seeking a Sr. Developer AI & ML with deep expertise in building and deploying Generative AI solutions on AWS. This is a hands-on development role that requires end-to-end experience in the AI/ML lifecycle, from model design and training to deployment and monitoring in production environments. The ideal candid","Atlanta, Georgia",2025-05-23 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,2d ago
AI/ML Engineer,Kollasoft Inc.,https://www.dice.com/job-detail/5717fdb1-7bbe-4b39-a49f-98a0609e03f4,"Job Title : AI/ML Engineering Senior Advisor Job Location : Deerfield, IL - Hybrid - 3 days/week Key Technology : Python, TensorFlow, PyTorch, Keras, OpenCV, DVC, MLflow, Git, CI/CD What You Will Do: Work on ML Solution for RxQuality for MFC ProjectRequired Skills: Required: 7+ years of hands-on experience in applied machine learning, deep learning, and AI system deploymentStrong Python engineering background with ML/DL frameworks: TensorFlow, PyTorch, Keras, OpenCVProven experience in Computer",Remote,2025-05-23 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
